experiment,domain,model,template,instance,num_landmarks,used_landmarks,used_ratio
only-gemini-thinking,blocksworld,gemini-thinking,sanity_check,data/experiments/only-gemini-thinking/gemini-thinking/sanity_check/blocksworld/19-blocks/p23.log,32,32,1.00
only-gemini-thinking,blocksworld,gemini-thinking,sanity_check,data/experiments/only-gemini-thinking/gemini-thinking/sanity_check/blocksworld/19-blocks/p21.log,28,28,1.00
only-gemini-thinking,blocksworld,gemini-thinking,sanity_check,data/experiments/only-gemini-thinking/gemini-thinking/sanity_check/blocksworld/7-blocks/p05.log,8,8,1.00
only-gemini-thinking,blocksworld,gemini-thinking,sanity_check,data/experiments/only-gemini-thinking/gemini-thinking/sanity_check/blocksworld/7-blocks/p06.log,13,13,1.00
only-gemini-thinking,blocksworld,gemini-thinking,sanity_check,data/experiments/only-gemini-thinking/gemini-thinking/sanity_check/blocksworld/7-blocks/p08.log,10,10,1.00
only-gemini-thinking,blocksworld,gemini-thinking,sanity_check,data/experiments/only-gemini-thinking/gemini-thinking/sanity_check/blocksworld/7-blocks/p07.log,10,10,1.00
only-gemini-thinking,blocksworld,gemini-thinking,sanity_check,data/experiments/only-gemini-thinking/gemini-thinking/sanity_check/blocksworld/4-blocks/p04.log,7,7,1.00
only-gemini-thinking,blocksworld,gemini-thinking,sanity_check,data/experiments/only-gemini-thinking/gemini-thinking/sanity_check/blocksworld/4-blocks/p03.log,3,3,1.00
only-gemini-thinking,blocksworld,gemini-thinking,sanity_check,data/experiments/only-gemini-thinking/gemini-thinking/sanity_check/blocksworld/4-blocks/p01.log,6,6,1.00
only-gemini-thinking,blocksworld,gemini-thinking,sanity_check,data/experiments/only-gemini-thinking/gemini-thinking/sanity_check/blocksworld/4-blocks/p02.log,5,5,1.00
only-gemini-thinking,blocksworld,gemini-thinking,sanity_check,data/experiments/only-gemini-thinking/gemini-thinking/sanity_check/blocksworld/13-blocks/p13.log,19,19,1.00
only-gemini-thinking,blocksworld,gemini-thinking,sanity_check,data/experiments/only-gemini-thinking/gemini-thinking/sanity_check/blocksworld/13-blocks/p14.log,22,22,1.00
only-gemini-thinking,blocksworld,gemini-thinking,sanity_check,data/experiments/only-gemini-thinking/gemini-thinking/sanity_check/blocksworld/13-blocks/p15.log,22,22,1.00
only-gemini-thinking,blocksworld,gemini-thinking,sanity_check,data/experiments/only-gemini-thinking/gemini-thinking/sanity_check/blocksworld/13-blocks/p16.log,14,14,1.00
only-gemini-thinking,blocksworld,gemini-thinking,sanity_check,data/experiments/only-gemini-thinking/gemini-thinking/sanity_check/blocksworld/16-blocks/p20.log,24,24,1.00
only-gemini-thinking,blocksworld,gemini-thinking,sanity_check,data/experiments/only-gemini-thinking/gemini-thinking/sanity_check/blocksworld/16-blocks/p19.log,27,27,1.00
only-gemini-thinking,blocksworld,gemini-thinking,sanity_check,data/experiments/only-gemini-thinking/gemini-thinking/sanity_check/blocksworld/16-blocks/p18.log,29,29,1.00
only-gemini-thinking,blocksworld,gemini-thinking,sanity_check,data/experiments/only-gemini-thinking/gemini-thinking/sanity_check/blocksworld/16-blocks/p17.log,25,25,1.00
only-gemini-thinking,logistics,gemini-thinking,sanity_check,data/experiments/only-gemini-thinking/gemini-thinking/sanity_check/logistics/9-packages/p13.log,26,26,1.00
only-gemini-thinking,logistics,gemini-thinking,sanity_check,data/experiments/only-gemini-thinking/gemini-thinking/sanity_check/logistics/9-packages/p14.log,28,28,1.00
only-gemini-thinking,logistics,gemini-thinking,sanity_check,data/experiments/only-gemini-thinking/gemini-thinking/sanity_check/logistics/9-packages/p15.log,30,30,1.00
only-gemini-thinking,logistics,gemini-thinking,sanity_check,data/experiments/only-gemini-thinking/gemini-thinking/sanity_check/logistics/9-packages/p16.log,30,30,1.00
only-gemini-thinking,logistics,gemini-thinking,sanity_check,data/experiments/only-gemini-thinking/gemini-thinking/sanity_check/logistics/17-packages/p32.log,52,52,1.00
only-gemini-thinking,logistics,gemini-thinking,sanity_check,data/experiments/only-gemini-thinking/gemini-thinking/sanity_check/logistics/17-packages/p29.log,68,67,0.99
only-gemini-thinking,logistics,gemini-thinking,sanity_check,data/experiments/only-gemini-thinking/gemini-thinking/sanity_check/logistics/17-packages/p30.log,66,66,1.00
only-gemini-thinking,logistics,gemini-thinking,sanity_check,data/experiments/only-gemini-thinking/gemini-thinking/sanity_check/logistics/17-packages/p31.log,64,64,1.00
only-gemini-thinking,logistics,gemini-thinking,sanity_check,data/experiments/only-gemini-thinking/gemini-thinking/sanity_check/logistics/31-packages/p60.log,114,114,1.00
only-gemini-thinking,logistics,gemini-thinking,sanity_check,data/experiments/only-gemini-thinking/gemini-thinking/sanity_check/logistics/31-packages/p57.log,122,118,0.97
only-gemini-thinking,logistics,gemini-thinking,sanity_check,data/experiments/only-gemini-thinking/gemini-thinking/sanity_check/logistics/31-packages/p59.log,116,74,0.64
only-gemini-thinking,logistics,gemini-thinking,sanity_check,data/experiments/only-gemini-thinking/gemini-thinking/sanity_check/logistics/31-packages/p58.log,116,106,0.91
only-gemini-thinking,logistics,gemini-thinking,sanity_check,data/experiments/only-gemini-thinking/gemini-thinking/sanity_check/logistics/5-packages/p05.log,8,8,1.00
only-gemini-thinking,logistics,gemini-thinking,sanity_check,data/experiments/only-gemini-thinking/gemini-thinking/sanity_check/logistics/5-packages/p06.log,16,16,1.00
only-gemini-thinking,logistics,gemini-thinking,sanity_check,data/experiments/only-gemini-thinking/gemini-thinking/sanity_check/logistics/5-packages/p08.log,10,10,1.00
only-gemini-thinking,logistics,gemini-thinking,sanity_check,data/experiments/only-gemini-thinking/gemini-thinking/sanity_check/logistics/5-packages/p07.log,16,16,1.00
only-gemini-thinking,logistics,gemini-thinking,sanity_check,data/experiments/only-gemini-thinking/gemini-thinking/sanity_check/logistics/21-packages/p38.log,72,72,1.00
only-gemini-thinking,logistics,gemini-thinking,sanity_check,data/experiments/only-gemini-thinking/gemini-thinking/sanity_check/logistics/21-packages/p37.log,82,82,1.00
only-gemini-thinking,logistics,gemini-thinking,sanity_check,data/experiments/only-gemini-thinking/gemini-thinking/sanity_check/logistics/21-packages/p39.log,72,53,0.74
only-gemini-thinking,logistics,gemini-thinking,sanity_check,data/experiments/only-gemini-thinking/gemini-thinking/sanity_check/logistics/21-packages/p40.log,76,76,1.00
only-gemini-thinking,logistics,gemini-thinking,sanity_check,data/experiments/only-gemini-thinking/gemini-thinking/sanity_check/logistics/27-packages/p52.log,70,70,1.00
only-gemini-thinking,logistics,gemini-thinking,sanity_check,data/experiments/only-gemini-thinking/gemini-thinking/sanity_check/logistics/27-packages/p49.log,112,112,1.00
only-gemini-thinking,logistics,gemini-thinking,sanity_check,data/experiments/only-gemini-thinking/gemini-thinking/sanity_check/logistics/27-packages/p50.log,100,100,1.00
only-gemini-thinking,logistics,gemini-thinking,sanity_check,data/experiments/only-gemini-thinking/gemini-thinking/sanity_check/logistics/27-packages/p51.log,106,106,1.00
only-gemini-thinking,logistics,gemini-thinking,sanity_check,data/experiments/only-gemini-thinking/gemini-thinking/sanity_check/logistics/7-packages/p11.log,34,34,1.00
only-gemini-thinking,logistics,gemini-thinking,sanity_check,data/experiments/only-gemini-thinking/gemini-thinking/sanity_check/logistics/7-packages/p09.log,26,26,1.00
only-gemini-thinking,logistics,gemini-thinking,sanity_check,data/experiments/only-gemini-thinking/gemini-thinking/sanity_check/logistics/7-packages/p10.log,26,26,1.00
only-gemini-thinking,logistics,gemini-thinking,sanity_check,data/experiments/only-gemini-thinking/gemini-thinking/sanity_check/logistics/7-packages/p12.log,28,28,1.00
only-gemini-thinking,logistics,gemini-thinking,sanity_check,data/experiments/only-gemini-thinking/gemini-thinking/sanity_check/logistics/29-packages/p54.log,112,110,0.98
only-gemini-thinking,logistics,gemini-thinking,sanity_check,data/experiments/only-gemini-thinking/gemini-thinking/sanity_check/logistics/29-packages/p56.log,88,53,0.60
only-gemini-thinking,logistics,gemini-thinking,sanity_check,data/experiments/only-gemini-thinking/gemini-thinking/sanity_check/logistics/29-packages/p53.log,98,98,1.00
only-gemini-thinking,logistics,gemini-thinking,sanity_check,data/experiments/only-gemini-thinking/gemini-thinking/sanity_check/logistics/29-packages/p55.log,112,87,0.78
only-gemini-thinking,logistics,gemini-thinking,sanity_check,data/experiments/only-gemini-thinking/gemini-thinking/sanity_check/logistics/23-packages/p41.log,98,78,0.80
only-gemini-thinking,logistics,gemini-thinking,sanity_check,data/experiments/only-gemini-thinking/gemini-thinking/sanity_check/logistics/23-packages/p42.log,74,74,1.00
only-gemini-thinking,logistics,gemini-thinking,sanity_check,data/experiments/only-gemini-thinking/gemini-thinking/sanity_check/logistics/23-packages/p44.log,78,57,0.73
only-gemini-thinking,logistics,gemini-thinking,sanity_check,data/experiments/only-gemini-thinking/gemini-thinking/sanity_check/logistics/23-packages/p43.log,82,82,1.00
only-gemini-thinking,logistics,gemini-thinking,sanity_check,data/experiments/only-gemini-thinking/gemini-thinking/sanity_check/logistics/15-packages/p28.log,42,42,1.00
only-gemini-thinking,logistics,gemini-thinking,sanity_check,data/experiments/only-gemini-thinking/gemini-thinking/sanity_check/logistics/15-packages/p27.log,44,44,1.00
only-gemini-thinking,logistics,gemini-thinking,sanity_check,data/experiments/only-gemini-thinking/gemini-thinking/sanity_check/logistics/15-packages/p25.log,68,67,0.99
only-gemini-thinking,logistics,gemini-thinking,sanity_check,data/experiments/only-gemini-thinking/gemini-thinking/sanity_check/logistics/15-packages/p26.log,54,52,0.96
only-gemini-thinking,logistics,gemini-thinking,sanity_check,data/experiments/only-gemini-thinking/gemini-thinking/sanity_check/logistics/13-packages/p22.log,30,30,1.00
only-gemini-thinking,logistics,gemini-thinking,sanity_check,data/experiments/only-gemini-thinking/gemini-thinking/sanity_check/logistics/13-packages/p24.log,50,50,1.00
only-gemini-thinking,logistics,gemini-thinking,sanity_check,data/experiments/only-gemini-thinking/gemini-thinking/sanity_check/logistics/13-packages/p23.log,54,54,1.00
only-gemini-thinking,logistics,gemini-thinking,sanity_check,data/experiments/only-gemini-thinking/gemini-thinking/sanity_check/logistics/13-packages/p21.log,38,38,1.00
only-gemini-thinking,logistics,gemini-thinking,sanity_check,data/experiments/only-gemini-thinking/gemini-thinking/sanity_check/logistics/11-packages/p20.log,38,38,1.00
only-gemini-thinking,logistics,gemini-thinking,sanity_check,data/experiments/only-gemini-thinking/gemini-thinking/sanity_check/logistics/11-packages/p19.log,38,38,1.00
only-gemini-thinking,logistics,gemini-thinking,sanity_check,data/experiments/only-gemini-thinking/gemini-thinking/sanity_check/logistics/11-packages/p18.log,28,28,1.00
only-gemini-thinking,logistics,gemini-thinking,sanity_check,data/experiments/only-gemini-thinking/gemini-thinking/sanity_check/logistics/11-packages/p17.log,44,44,1.00
only-gemini-thinking,logistics,gemini-thinking,sanity_check,data/experiments/only-gemini-thinking/gemini-thinking/sanity_check/logistics/19-packages/p35.log,72,72,1.00
only-gemini-thinking,logistics,gemini-thinking,sanity_check,data/experiments/only-gemini-thinking/gemini-thinking/sanity_check/logistics/19-packages/p34.log,72,71,0.99
only-gemini-thinking,logistics,gemini-thinking,sanity_check,data/experiments/only-gemini-thinking/gemini-thinking/sanity_check/logistics/19-packages/p33.log,74,74,1.00
only-gemini-thinking,logistics,gemini-thinking,sanity_check,data/experiments/only-gemini-thinking/gemini-thinking/sanity_check/logistics/19-packages/p36.log,68,68,1.00
only-gemini-thinking,logistics,gemini-thinking,sanity_check,data/experiments/only-gemini-thinking/gemini-thinking/sanity_check/logistics/3-packages/p04.log,12,12,1.00
only-gemini-thinking,logistics,gemini-thinking,sanity_check,data/experiments/only-gemini-thinking/gemini-thinking/sanity_check/logistics/3-packages/p03.log,4,4,1.00
only-gemini-thinking,logistics,gemini-thinking,sanity_check,data/experiments/only-gemini-thinking/gemini-thinking/sanity_check/logistics/3-packages/p01.log,6,6,1.00
only-gemini-thinking,logistics,gemini-thinking,sanity_check,data/experiments/only-gemini-thinking/gemini-thinking/sanity_check/logistics/3-packages/p02.log,10,10,1.00
only-gemini-thinking,logistics,gemini-thinking,sanity_check,data/experiments/only-gemini-thinking/gemini-thinking/sanity_check/logistics/25-packages/p47.log,100,100,1.00
only-gemini-thinking,logistics,gemini-thinking,sanity_check,data/experiments/only-gemini-thinking/gemini-thinking/sanity_check/logistics/25-packages/p45.log,90,90,1.00
only-gemini-thinking,logistics,gemini-thinking,sanity_check,data/experiments/only-gemini-thinking/gemini-thinking/sanity_check/logistics/25-packages/p46.log,98,95,0.97
only-gemini-thinking,logistics,gemini-thinking,sanity_check,data/experiments/only-gemini-thinking/gemini-thinking/sanity_check/logistics/25-packages/p48.log,92,92,1.00
only-gemini-thinking,miconic,gemini-thinking,sanity_check,data/experiments/only-gemini-thinking/gemini-thinking/sanity_check/miconic/20-passenger/p20.log,40,40,1.00
only-gemini-thinking,miconic,gemini-thinking,sanity_check,data/experiments/only-gemini-thinking/gemini-thinking/sanity_check/miconic/20-passenger/p19.log,40,40,1.00
only-gemini-thinking,miconic,gemini-thinking,sanity_check,data/experiments/only-gemini-thinking/gemini-thinking/sanity_check/miconic/20-passenger/p18.log,40,40,1.00
only-gemini-thinking,miconic,gemini-thinking,sanity_check,data/experiments/only-gemini-thinking/gemini-thinking/sanity_check/miconic/20-passenger/p17.log,40,40,1.00
only-gemini-thinking,miconic,gemini-thinking,sanity_check,data/experiments/only-gemini-thinking/gemini-thinking/sanity_check/miconic/4-passenger/p04.log,8,8,1.00
only-gemini-thinking,miconic,gemini-thinking,sanity_check,data/experiments/only-gemini-thinking/gemini-thinking/sanity_check/miconic/4-passenger/p03.log,8,8,1.00
only-gemini-thinking,miconic,gemini-thinking,sanity_check,data/experiments/only-gemini-thinking/gemini-thinking/sanity_check/miconic/4-passenger/p01.log,8,8,1.00
only-gemini-thinking,miconic,gemini-thinking,sanity_check,data/experiments/only-gemini-thinking/gemini-thinking/sanity_check/miconic/4-passenger/p02.log,8,8,1.00
only-gemini-thinking,miconic,gemini-thinking,sanity_check,data/experiments/only-gemini-thinking/gemini-thinking/sanity_check/miconic/12-passenger/p11.log,24,24,1.00
only-gemini-thinking,miconic,gemini-thinking,sanity_check,data/experiments/only-gemini-thinking/gemini-thinking/sanity_check/miconic/12-passenger/p09.log,24,24,1.00
only-gemini-thinking,miconic,gemini-thinking,sanity_check,data/experiments/only-gemini-thinking/gemini-thinking/sanity_check/miconic/12-passenger/p10.log,24,24,1.00
only-gemini-thinking,miconic,gemini-thinking,sanity_check,data/experiments/only-gemini-thinking/gemini-thinking/sanity_check/miconic/12-passenger/p12.log,24,24,1.00
only-gemini-thinking,miconic,gemini-thinking,sanity_check,data/experiments/only-gemini-thinking/gemini-thinking/sanity_check/miconic/32-passenger/p32.log,64,59,0.92
only-gemini-thinking,miconic,gemini-thinking,sanity_check,data/experiments/only-gemini-thinking/gemini-thinking/sanity_check/miconic/32-passenger/p29.log,64,64,1.00
only-gemini-thinking,miconic,gemini-thinking,sanity_check,data/experiments/only-gemini-thinking/gemini-thinking/sanity_check/miconic/32-passenger/p30.log,64,63,0.98
only-gemini-thinking,miconic,gemini-thinking,sanity_check,data/experiments/only-gemini-thinking/gemini-thinking/sanity_check/miconic/32-passenger/p31.log,64,57,0.89
only-gemini-thinking,miconic,gemini-thinking,sanity_check,data/experiments/only-gemini-thinking/gemini-thinking/sanity_check/miconic/16-passenger/p13.log,32,32,1.00
only-gemini-thinking,miconic,gemini-thinking,sanity_check,data/experiments/only-gemini-thinking/gemini-thinking/sanity_check/miconic/16-passenger/p14.log,32,32,1.00
only-gemini-thinking,miconic,gemini-thinking,sanity_check,data/experiments/only-gemini-thinking/gemini-thinking/sanity_check/miconic/16-passenger/p15.log,32,32,1.00
only-gemini-thinking,miconic,gemini-thinking,sanity_check,data/experiments/only-gemini-thinking/gemini-thinking/sanity_check/miconic/16-passenger/p16.log,32,32,1.00
only-gemini-thinking,miconic,gemini-thinking,sanity_check,data/experiments/only-gemini-thinking/gemini-thinking/sanity_check/miconic/24-passenger/p22.log,48,48,1.00
only-gemini-thinking,miconic,gemini-thinking,sanity_check,data/experiments/only-gemini-thinking/gemini-thinking/sanity_check/miconic/24-passenger/p24.log,48,48,1.00
only-gemini-thinking,miconic,gemini-thinking,sanity_check,data/experiments/only-gemini-thinking/gemini-thinking/sanity_check/miconic/24-passenger/p23.log,48,48,1.00
only-gemini-thinking,miconic,gemini-thinking,sanity_check,data/experiments/only-gemini-thinking/gemini-thinking/sanity_check/miconic/24-passenger/p21.log,48,48,1.00
only-gemini-thinking,miconic,gemini-thinking,sanity_check,data/experiments/only-gemini-thinking/gemini-thinking/sanity_check/miconic/28-passenger/p28.log,56,56,1.00
only-gemini-thinking,miconic,gemini-thinking,sanity_check,data/experiments/only-gemini-thinking/gemini-thinking/sanity_check/miconic/28-passenger/p27.log,56,56,1.00
only-gemini-thinking,miconic,gemini-thinking,sanity_check,data/experiments/only-gemini-thinking/gemini-thinking/sanity_check/miconic/28-passenger/p25.log,56,56,1.00
only-gemini-thinking,miconic,gemini-thinking,sanity_check,data/experiments/only-gemini-thinking/gemini-thinking/sanity_check/miconic/28-passenger/p26.log,56,56,1.00
only-gemini-thinking,miconic,gemini-thinking,sanity_check,data/experiments/only-gemini-thinking/gemini-thinking/sanity_check/miconic/8-passenger/p05.log,16,16,1.00
only-gemini-thinking,miconic,gemini-thinking,sanity_check,data/experiments/only-gemini-thinking/gemini-thinking/sanity_check/miconic/8-passenger/p06.log,16,16,1.00
only-gemini-thinking,miconic,gemini-thinking,sanity_check,data/experiments/only-gemini-thinking/gemini-thinking/sanity_check/miconic/8-passenger/p08.log,16,16,1.00
only-gemini-thinking,miconic,gemini-thinking,sanity_check,data/experiments/only-gemini-thinking/gemini-thinking/sanity_check/miconic/8-passenger/p07.log,16,16,1.00
only-gemini-thinking,minigrid,gemini-thinking,sanity_check,data/experiments/only-gemini-thinking/gemini-thinking/sanity_check/minigrid/2-shape/p05.log,10,10,1.00
only-gemini-thinking,minigrid,gemini-thinking,sanity_check,data/experiments/only-gemini-thinking/gemini-thinking/sanity_check/minigrid/2-shape/p06.log,7,7,1.00
only-gemini-thinking,minigrid,gemini-thinking,sanity_check,data/experiments/only-gemini-thinking/gemini-thinking/sanity_check/minigrid/2-shape/p08.log,9,4,0.44
only-gemini-thinking,minigrid,gemini-thinking,sanity_check,data/experiments/only-gemini-thinking/gemini-thinking/sanity_check/minigrid/2-shape/p07.log,7,7,1.00
only-gemini-thinking,minigrid,gemini-thinking,sanity_check,data/experiments/only-gemini-thinking/gemini-thinking/sanity_check/minigrid/1-shape/p04.log,9,9,1.00
only-gemini-thinking,minigrid,gemini-thinking,sanity_check,data/experiments/only-gemini-thinking/gemini-thinking/sanity_check/minigrid/1-shape/p03.log,7,3,0.43
only-gemini-thinking,minigrid,gemini-thinking,sanity_check,data/experiments/only-gemini-thinking/gemini-thinking/sanity_check/minigrid/1-shape/p01.log,7,7,1.00
only-gemini-thinking,minigrid,gemini-thinking,sanity_check,data/experiments/only-gemini-thinking/gemini-thinking/sanity_check/minigrid/1-shape/p02.log,7,7,1.00
only-gemini-thinking,minigrid,gemini-thinking,sanity_check,data/experiments/only-gemini-thinking/gemini-thinking/sanity_check/minigrid/4-shape/p13.log,9,3,0.33
only-gemini-thinking,minigrid,gemini-thinking,sanity_check,data/experiments/only-gemini-thinking/gemini-thinking/sanity_check/minigrid/4-shape/p14.log,7,7,1.00
only-gemini-thinking,minigrid,gemini-thinking,sanity_check,data/experiments/only-gemini-thinking/gemini-thinking/sanity_check/minigrid/4-shape/p15.log,7,7,1.00
only-gemini-thinking,minigrid,gemini-thinking,sanity_check,data/experiments/only-gemini-thinking/gemini-thinking/sanity_check/minigrid/4-shape/p16.log,8,2,0.25
only-gemini-thinking,minigrid,gemini-thinking,sanity_check,data/experiments/only-gemini-thinking/gemini-thinking/sanity_check/minigrid/3-shape/p11.log,7,7,1.00
only-gemini-thinking,minigrid,gemini-thinking,sanity_check,data/experiments/only-gemini-thinking/gemini-thinking/sanity_check/minigrid/3-shape/p09.log,9,3,0.33
only-gemini-thinking,minigrid,gemini-thinking,sanity_check,data/experiments/only-gemini-thinking/gemini-thinking/sanity_check/minigrid/3-shape/p10.log,7,7,1.00
only-gemini-thinking,minigrid,gemini-thinking,sanity_check,data/experiments/only-gemini-thinking/gemini-thinking/sanity_check/minigrid/3-shape/p12.log,9,9,1.00
only-gemini-thinking,minigrid,gemini-thinking,sanity_check,data/experiments/only-gemini-thinking/gemini-thinking/sanity_check/minigrid/5-shape/p20.log,8,3,0.38
only-gemini-thinking,minigrid,gemini-thinking,sanity_check,data/experiments/only-gemini-thinking/gemini-thinking/sanity_check/minigrid/5-shape/p19.log,6,6,1.00
only-gemini-thinking,minigrid,gemini-thinking,sanity_check,data/experiments/only-gemini-thinking/gemini-thinking/sanity_check/minigrid/5-shape/p18.log,7,7,1.00
only-gemini-thinking,minigrid,gemini-thinking,sanity_check,data/experiments/only-gemini-thinking/gemini-thinking/sanity_check/minigrid/5-shape/p17.log,6,6,1.00
only-gemini-thinking,spanner,gemini-thinking,sanity_check,data/experiments/only-gemini-thinking/gemini-thinking/sanity_check/spanner/16-spanners/p13.log,18,18,1.00
only-gemini-thinking,spanner,gemini-thinking,sanity_check,data/experiments/only-gemini-thinking/gemini-thinking/sanity_check/spanner/16-spanners/p14.log,18,18,1.00
only-gemini-thinking,spanner,gemini-thinking,sanity_check,data/experiments/only-gemini-thinking/gemini-thinking/sanity_check/spanner/16-spanners/p15.log,18,18,1.00
only-gemini-thinking,spanner,gemini-thinking,sanity_check,data/experiments/only-gemini-thinking/gemini-thinking/sanity_check/spanner/16-spanners/p16.log,18,18,1.00
only-gemini-thinking,spanner,gemini-thinking,sanity_check,data/experiments/only-gemini-thinking/gemini-thinking/sanity_check/spanner/20-spanners/p20.log,22,22,1.00
only-gemini-thinking,spanner,gemini-thinking,sanity_check,data/experiments/only-gemini-thinking/gemini-thinking/sanity_check/spanner/20-spanners/p19.log,22,22,1.00
only-gemini-thinking,spanner,gemini-thinking,sanity_check,data/experiments/only-gemini-thinking/gemini-thinking/sanity_check/spanner/20-spanners/p18.log,22,22,1.00
only-gemini-thinking,spanner,gemini-thinking,sanity_check,data/experiments/only-gemini-thinking/gemini-thinking/sanity_check/spanner/20-spanners/p17.log,22,22,1.00
only-gemini-thinking,spanner,gemini-thinking,sanity_check,data/experiments/only-gemini-thinking/gemini-thinking/sanity_check/spanner/12-spanners/p11.log,14,14,1.00
only-gemini-thinking,spanner,gemini-thinking,sanity_check,data/experiments/only-gemini-thinking/gemini-thinking/sanity_check/spanner/12-spanners/p09.log,14,14,1.00
only-gemini-thinking,spanner,gemini-thinking,sanity_check,data/experiments/only-gemini-thinking/gemini-thinking/sanity_check/spanner/12-spanners/p10.log,14,14,1.00
only-gemini-thinking,spanner,gemini-thinking,sanity_check,data/experiments/only-gemini-thinking/gemini-thinking/sanity_check/spanner/12-spanners/p12.log,14,14,1.00
only-gemini-thinking,spanner,gemini-thinking,sanity_check,data/experiments/only-gemini-thinking/gemini-thinking/sanity_check/spanner/4-spanners/p04.log,6,6,1.00
only-gemini-thinking,spanner,gemini-thinking,sanity_check,data/experiments/only-gemini-thinking/gemini-thinking/sanity_check/spanner/4-spanners/p03.log,6,6,1.00
only-gemini-thinking,spanner,gemini-thinking,sanity_check,data/experiments/only-gemini-thinking/gemini-thinking/sanity_check/spanner/4-spanners/p01.log,6,6,1.00
only-gemini-thinking,spanner,gemini-thinking,sanity_check,data/experiments/only-gemini-thinking/gemini-thinking/sanity_check/spanner/4-spanners/p02.log,6,6,1.00
only-gemini-thinking,spanner,gemini-thinking,sanity_check,data/experiments/only-gemini-thinking/gemini-thinking/sanity_check/spanner/8-spanners/p05.log,10,10,1.00
only-gemini-thinking,spanner,gemini-thinking,sanity_check,data/experiments/only-gemini-thinking/gemini-thinking/sanity_check/spanner/8-spanners/p06.log,10,10,1.00
only-gemini-thinking,spanner,gemini-thinking,sanity_check,data/experiments/only-gemini-thinking/gemini-thinking/sanity_check/spanner/8-spanners/p08.log,10,10,1.00
only-gemini-thinking,spanner,gemini-thinking,sanity_check,data/experiments/only-gemini-thinking/gemini-thinking/sanity_check/spanner/8-spanners/p07.log,10,10,1.00
only-gemini-thinking,blocksworld,gemini-thinking,pddl,data/experiments/only-gemini-thinking/gemini-thinking/pddl/blocksworld/10-blocks/p11.log,15,15,1.00
only-gemini-thinking,blocksworld,gemini-thinking,pddl,data/experiments/only-gemini-thinking/gemini-thinking/pddl/blocksworld/10-blocks/p09.log,14,14,1.00
only-gemini-thinking,blocksworld,gemini-thinking,pddl,data/experiments/only-gemini-thinking/gemini-thinking/pddl/blocksworld/10-blocks/p10.log,16,16,1.00
only-gemini-thinking,blocksworld,gemini-thinking,pddl,data/experiments/only-gemini-thinking/gemini-thinking/pddl/blocksworld/10-blocks/p12.log,14,14,1.00
only-gemini-thinking,blocksworld,gemini-thinking,pddl,data/experiments/only-gemini-thinking/gemini-thinking/pddl/blocksworld/22-blocks/p28.log,34,34,1.00
only-gemini-thinking,blocksworld,gemini-thinking,pddl,data/experiments/only-gemini-thinking/gemini-thinking/pddl/blocksworld/22-blocks/p27.log,36,36,1.00
only-gemini-thinking,blocksworld,gemini-thinking,pddl,data/experiments/only-gemini-thinking/gemini-thinking/pddl/blocksworld/22-blocks/p25.log,35,35,1.00
only-gemini-thinking,blocksworld,gemini-thinking,pddl,data/experiments/only-gemini-thinking/gemini-thinking/pddl/blocksworld/22-blocks/p26.log,36,36,1.00
only-gemini-thinking,blocksworld,gemini-thinking,pddl,data/experiments/only-gemini-thinking/gemini-thinking/pddl/blocksworld/25-blocks/p32.log,45,18,0.40
only-gemini-thinking,blocksworld,gemini-thinking,pddl,data/experiments/only-gemini-thinking/gemini-thinking/pddl/blocksworld/25-blocks/p29.log,46,45,0.98
only-gemini-thinking,blocksworld,gemini-thinking,pddl,data/experiments/only-gemini-thinking/gemini-thinking/pddl/blocksworld/25-blocks/p30.log,40,40,1.00
only-gemini-thinking,blocksworld,gemini-thinking,pddl,data/experiments/only-gemini-thinking/gemini-thinking/pddl/blocksworld/25-blocks/p31.log,44,42,0.95
only-gemini-thinking,blocksworld,gemini-thinking,pddl,data/experiments/only-gemini-thinking/gemini-thinking/pddl/blocksworld/19-blocks/p22.log,33,33,1.00
only-gemini-thinking,blocksworld,gemini-thinking,pddl,data/experiments/only-gemini-thinking/gemini-thinking/pddl/blocksworld/19-blocks/p24.log,32,32,1.00
only-gemini-thinking,blocksworld,gemini-thinking,pddl,data/experiments/only-gemini-thinking/gemini-thinking/pddl/blocksworld/19-blocks/p23.log,32,29,0.91
only-gemini-thinking,blocksworld,gemini-thinking,pddl,data/experiments/only-gemini-thinking/gemini-thinking/pddl/blocksworld/19-blocks/p21.log,28,28,1.00
only-gemini-thinking,blocksworld,gemini-thinking,pddl,data/experiments/only-gemini-thinking/gemini-thinking/pddl/blocksworld/7-blocks/p05.log,8,8,1.00
only-gemini-thinking,blocksworld,gemini-thinking,pddl,data/experiments/only-gemini-thinking/gemini-thinking/pddl/blocksworld/7-blocks/p06.log,13,13,1.00
only-gemini-thinking,blocksworld,gemini-thinking,pddl,data/experiments/only-gemini-thinking/gemini-thinking/pddl/blocksworld/7-blocks/p08.log,10,10,1.00
only-gemini-thinking,blocksworld,gemini-thinking,pddl,data/experiments/only-gemini-thinking/gemini-thinking/pddl/blocksworld/7-blocks/p07.log,10,10,1.00
only-gemini-thinking,blocksworld,gemini-thinking,pddl,data/experiments/only-gemini-thinking/gemini-thinking/pddl/blocksworld/4-blocks/p04.log,7,7,1.00
only-gemini-thinking,blocksworld,gemini-thinking,pddl,data/experiments/only-gemini-thinking/gemini-thinking/pddl/blocksworld/4-blocks/p03.log,3,3,1.00
